"Customer Id","Customer Name","Customer Site Status	","Bank Id","Bank Name","Atm ID","Address","Country","State","City","BranchCode","SiteId","LHO","Site Status","Site Type","Employee Id","Employee Name","Employee Role","Employee Contact Number","Type Of Work","Service Id","Service Name","Takeover Date","Handover Date","Cost To Client"
"cms","cms","","South Indian Ba","South Indian Bank","3381003","163/1B, Patchankattupalayam, Karaipudur, Arulpuram P.O, Tirupur -641605","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","3701002","Door No : 166/2,Near CMS College Main Gate,Chinnavedampatti,Coimbatore – 641 049","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-10-05","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","3851002","C K Enclave Ground Floor,No/844, Near Ramanathapuram Junction,Trichy Road,Coimbatore – 641 045","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-10-05","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","3851003","Do. No. 1, Sri Kannapiran Mills Ltd., Kannapiran Mills Road, Sowripalayam P.O., 641 028","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-10-05","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","3961001","Jyoti Nivas College, The Forum Mall, Koramangala VI block Bangalore, Karnataka -560095","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","41001","Door No.370,Gandhi Road,Stuartpet, Arakonam,Vellore – 631 001","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4571003","Ward No.245, Vaigai Hotel, NH-45, Chengalpet Bypass, Mamandur P.O., 603 111","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4861002","Kristu Jayanti College,Geddalahalli, Kothanur Post,Bangalore – 560 077","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4871004","Block No.4, Christ Faculty of Engineering, Kumbalagu P.O., 560 074","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4911002","Hemant Mansion,Near Tulsi Theatre,Marathahalli,Bangalore – 560 037","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4911003","Hemant Mansion,Near Tulsi Theatre,Marathahalli,Bangalore – 560 037","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4911004","Village Hyper Market, Spice Garden, Marathahalli, Bangalore-560 037","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","4911005","Vijaya Parvathy Complex, Munnekolal Main Road, Cross Road, Lakshmi Layout,Bangalore, Karnataka-560037","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","5111002","SNS Thangamaligai Building,Aarumugaachari Street, Opp Bus Stand,Dharmapuri – 636 701","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","5111003","Lakshmi Narayana Polytechnic College, Salem Main Road, Pagalahalli P.O., 636 807","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","5261001","Do.No.316 B/317 B, Ward No.193, S.S. Towers, Shanthinikethan Layout, Hulimavu P.O., 560 076","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","5401001","5/65, Butt Lane,Butt Road, St. Thomas MountChennai – 600 016.","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2022-01-24","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","6001002","Do.No.17/140-1, Elampillai-Chinnappampatty Road, Edanganasalai P.O., 637 502","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","6291002","Do. No.7/21, Shop No. 2, Ground Floor, St.Patrick's Complex, Indira Gandhi Road, Pallavaram, Tamil Nadu- 600043","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","6631002","Do.No.3, Ward No.28, Sri Krishna Yadava Maligai, Sathy Main Road, Saravanampatty P.O., 641 035","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-10-05","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","6831002","Do.No.715, Sri Ganapathy Syndicate Colony, Opp. TNSEB, Sholinganallur P.O., 600 119","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","6841002","Do.No.4/230, Ward No.128, VST Towers, Kaliyamman Koil Street, Virugambakkam P.O., 600 092","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","701002","Do.No.40, Ward No.5, MKG Complex, New Scheme Road, Near Gandhi Statue, Pollachi P.O., 642 001","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","751001","4/11, Near TVS Office, Omallur Main Road, Salem – 636 009","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","751002","Do.No.52 C, Ward No.53, Pension Lane Road, Gugai P.O., 636 006","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","7521002","Do.No.1, Ward No.26, Kanna Super Markets, Paramathi Road, Namakkal P.O., 637 001","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","831005","Shed No.25, SIDCO, Mudalipalayam,Tirupur, Tamil Nadu-641606","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","South Indian Ba","South Indian Bank","8411002","Christ Academy, Begur-Koppa Road, Hullahalli Gate, Sakkalawara P.O., 560 083","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-11-13","2024-03-31","550"
"cms","cms","","PayTM","","PAYTM001","B 121, Udyog Marg, Sector 5, Noida 201301","India","DELHI","'-","'-","","","Active","","","","","","","BLM","BLM","2021-04-08","2024-03-18","550"
"cms","cms","","PayTM","","PAYTM015","PAYTM PAYMENTS BANK, V J TOWER, SECTOR-125 NOIDA UP 201303","India","DELHI","'-","'-","","","Active","","","","","","","BLM","BLM","2021-04-09","2024-03-18","550"
"cms","cms","","PAYTM","PayTM","PAYTM034","25 Futa road Budh Vihar Chhajarsi, Noida, Gautam budh nagar, Khasra No. 533, Near Shiv Mandir 25 Futa road, Budh vihar Chhajarsi, Sector-63 Noida, Gautam budh nagar","India","DELHI","'-","'-","","","Active","","","","","","","BLM","BLM","2022-04-01","2024-03-18","550"
"cms","cms","","PAYTM","PayTM","PAYTM047","438,NILKANTH HOSPITAL ROAD TOTA RAM CHOWK DLF PH-3 NATHUPUR GURUGRAM","India","DELHI","'-","'-","","","Active","","","","","","","BLM","BLM","2022-04-01","2024-03-18","550"
"cms","cms","","PAYTM","PayTM","PAYTM056","SHOP NO 2, 129, IMT ,KASAN MANESAR GURUGRAM (H.R) 122051","India","DELHI","'-","'-","","","Active","","","","","","","BLM","BLM","2022-04-01","2024-03-18","550"
"cms","cms","","PayTM","","PAYTM061","Jalpura Greater Noida  ","India","UTTAR PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2022-06-15","2024-03-18","550"
"cms","cms","","Paytm","","PAYTM078","Punjab Cloth house, Hospital Road, Opp.Gurudwara Saheb, Amloh, District-Fatehgarh saheb, Punjab-147203","India","PUNJAB","'-","'-","","","Active","","","","","","","BLM","BLM","2021-12-14","2024-03-18","550"
"cms","cms","","PayTM","","PAYTM130","147/14, Ramnmagar , Bahadurgarh, Haryana - 124507","India","HARYANA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-07-08","2024-03-18","550"
"cms","cms","","PayTM","","PAYTM153","surajpur Police Line","India","UTTAR PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2022-06-15","2024-03-18","550"
"cms","cms","","PAYTM","PayTM","PAYTM154","Budh Vihar Chhajarsi,KHASRA NO, 544 NEAR BABA MOHAN RAM MANDIR PUSTA ROAD KULESARA VILLAGE GREATER NOIDA, Noida-201305,,Uttar Pradesh","India","UTTAR PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2022-04-05","2024-03-18","550"
"cms","cms","","PAYTM","PayTM","PAYTM155","Ghaziabad ,PLOT NO,3 KHASRA NO, 1008 SUBHASH PARK MAKANPUR KHORA COLONY GHAZIABAD PIN 201309","India","UTTAR PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2022-04-20","2024-03-18","550"
"cms","cms","","Paytm","","PAYTM156","Opp.Lidebao company Village-Habibpur, Opp.Lidebao company Village-Habibpur,Greater Noida Gautam Budh Nagar (UP) 201306","India","UTTAR PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2022-05-20","2024-03-18","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00111S","Rajendra Nagar. ,Patna,Patna,Bihar-800016","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-01-02","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00171S","CBI, MAHNAR BAZAR BRANCH, P.O. MAHNAR BAZAR, DIST- VAISHALI, BIHAR-844506. TEL NO- 06229-235041.","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-01-03","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00211S","Br.Code 250 P.O. Sursand Dist. Sitamarhi ,Bihar 843331,Sitamarhi,Bihar-843331","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00261S","Br.Code 246 P.O. Kurnowl Dist: Muzaffarpur. Dist: ,Muzaffarpur. Muzaffarpur Bihar 813125,Banka,Bihar-813125","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00311S","P.B. NO. 8 MAIN BAZAR (CHOWK) , RAXAUL , DIST: EAST CHAMPARAN , Pin - 845405","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-01-06","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00371S","RLY. STATION HARKHUA , P.O. DIST GOPALGANJ , P.O. DIST GOPALGANJ , Pin - 841428","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-12-03","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00501S","Br.Code :  50,Station Road,P.O.Teghra Dist.;Begusa,Tegra,Katihar,Bihar-855113","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-26","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00531S","CBI,MADHUBANI BRANCH NARIAL BAZAR, P.O. MADHUBANIDIST-MADHUBANI,BIHAR-847211TEL NO-06276-222281.","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2020-01-06","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00621S","Br.Code 266 Near - Jhansi Rani Chowk, Bahadurganj, ,Dist - Kishanganj, Bihar ,Pin - 855101,Kishanganj,Bihar-855101 // Shiffted To Cbi Supaul","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2021-06-07","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00751S","AT AND P.O.BARAHAT,DIST.:BANKA. DIST.:BANKA.","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-23","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH00891S","Cbi,Chaibassa Branchjali Road, ,Chaibassadist-West Singhbhum,Paschimi Singhbhum,Jharkhand-833201","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-14","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH07891S","Br.Code 789 CBI Bhilai branch,Civic Centre,Bhilai,Durg,Chhattisgarh-490006","India","CHHATTISGARH","'-","'-","","","Active","","","","","","","BLM","BLM","2021-06-03","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08091S","14-4-337/1 LAKSHMI TOWERS,BEGUM BAZAR HYDERABAD","India","TELANGANA","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08351S","Branch Code:835,Cbi Guntur Branch,D S Building,Nea,Naaz Theatre Kothapeta Main Road,Guntur,Guntur Dis,Guntur,Andhra Pradesh-522001","India","ANDHRA PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-07","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08381S","Branch Code:838,Cbi Vemuru Branch,Door No 7 ,12 Ist Floor,Venkateswara Plaza Main Road ,Guntur,Andhra Pradesh-522261","India","ANDHRA PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08521S","No 109 First Floor,Gundopanth Street, Bangalore,Karnataka - 560002","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-09-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08631S","Rotary Circle,Pala Badami Road,Gadag,Dharwar,Karnataka-582101","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-06-07","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08651S","Branch Code : 865,Karwar ,Road  Kalghatgi  Dist.Dharwar ,Dharwar,Karnataka-581204","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08661S","Branch Code : 866, Durga Prasad Cottage,First Floornear Ksrtc.Bus - Stand,Naregal,Karnataka-582119","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08691S","Branch Code : 869, Bazarsirwar,Tal Manvi Dist Raichur ,Gangawati,Karnataka-584129","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH08731S","Branch Code : 873, P.B.No.138,13-65-2B  Arouza Building,Mangalore,Karnataka-575001","India","KARNATAKA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-02","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09211S","Br.Code 921 CBI Sivakasi Branch,Amman Kovilpatti,Old Virudhan Road,Sivakasi,Virudhunagar,Tamil Nadu-626180","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-21","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09371S","CBI Main branch,Trivandrum CSI Building,Pulimoodu Jn. M.G.Road,Trivandrum,Kerala-695001","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-14","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09461S","BR.CODE :  946 JASMINE COMPLEX KUNNICODE,KOLLAM DIST KERALA 691508 KERALA","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09511S","BR.CODE :  951 AYIKKARA JUNCTION.,ARANMULA. DIST.:PATHANAMTHITTA. KERALA. 689533 KERALA","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-07","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09541S","Br.Code 954 CBI Pulikezhu branch,St.Mary'S Orthodox Church Bld,Valanjavattom,Pulikeezhu,Pathanamthitta,Kerala-689104","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-22","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09631S","Br.Code 1943 CBI Mavelloor Branch,H.P.C. Complex,Kottayam,Kerala-686616//Br. Code : 963, Ernakulam Main Br, M.G.Road, North End, Ernakulam -682016 Shifted From Br.Code 1943 Cbi Mavelloor Branch,H.P.C. Complex,Kottayam,Kerala-686616","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2021-06-02","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09641S","Br.Code 964 CBI Alwaye(Aluva) Branch,20/134,Gopitex Bldg,Market Road,Aluva,Kerala-683101","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-22","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09731S","Cbi, Barhi Branch, ,At & Post Barhi,Hazaribagh,Jharkhand-825405","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2020-08-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09911S","Central Bank of India,BR.CODE :  991 OLICKHAL BLDG.,RANNI DIST.:PATHANAMTHITTA. 689672 KERALA","India","KERALA","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-30","2023-12-31","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH09941S","Malviya Marg, Azad Mahalla, Hazaribagh,,Hazaribagh,Jharkhand-825301","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-06","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10081S","KANDAMANGALAM 605102 Tamil Nadu","India","TAMIL NADU","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-26","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10311S","ENGINEERING ROAD DALTONGANJ DIST. PALAMAU","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2020-01-24","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10561S","RAILWAY STATION,NATHNAGARBHAGALPUR DIST.:BHAGALPUR","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-04-29","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10571S","Br.Code 225 P.O.Ghorasahan Dits.:East Champaran. ,Dits.:East Champaran. 845303,East Champaran,Bihar-845303","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-12-19","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10591S","Br.Code CBI Baharagora branch Baharagora,Purbi Singbhum ,Jharkhand-832101","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2020-07-14","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10761S","P.O.DHAKA DIST.:EAST CHAMPARAN. DIST.:EAST CHAMPARAN.","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2019-12-17","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH10861S","Br.Code 247 P.O. Masrakh Dist. Saran ,Dist. Saran,Saran,Bihar-841417 ","India","BIHAR","'-","'-","","","Active","","","","","","","BLM","BLM","2021-02-01","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH12061S","Branch Code: 1206,Cbi Mylavaram Branch, ,Bhadrachalam Road,Mylavaram Village,Krishna,Andhra Pradesh-521230","India","ANDHRA PRADESH","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-07","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH12231S","Chirag Sadan Bangla School Lane Main Rd,Ranchi(Jharkhand) Dist:-Ranchi(Jharkhand),Ranchi,Jharkhand-834001// Shifted to BR.Code :  1223, CBI, Lalpur, Dist- Ranchi, Jharkhand- 834001","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2019-05-06","2024-02-29","550"
"cms","cms","","CBI Bank","CBI Bank","SCDH12491S","BURMA MINESJAMSHEDPUR DIST. PURBI SINGHBHUM DIST. PURBI SINGHBHUM 831007","India","JHARKHAND","'-","'-","","","Active","","","","","","","BLM","BLM","2020-02-07","2024-02-29","550"
